,A,Z,N,Nmax,pdim,ndim,dim
2203,16,8,8,3,10219,10219,25800
2204,17,8,9,3,10219,41492,125238
2205,17,9,8,3,41492,10219,125238
2206,18,8,10,3,10219,135045,449222
2207,18,10,8,3,135045,10219,449222
2208,19,8,11,3,10219,359276,1190858
2209,19,11,8,3,359276,10219,1190858
2210,20,8,12,3,10219,790379,2507148
2211,20,12,8,3,790379,10219,2507148
2212,21,8,13,3,10219,1444828,4094874
2213,21,13,8,3,1444828,10219,4094874
2214,22,8,14,3,10219,2194379,5429010
2215,22,14,8,3,2194379,10219,5429010
2216,23,8,15,3,10219,2758140,5650766
2217,23,15,8,3,2758140,10219,5650766
2218,24,8,16,3,10219,2847161,4761712
2219,24,16,8,3,2847161,10219,4761712
2220,25,8,17,3,10219,2384572,3110960
2221,25,17,8,3,2384572,10219,3110960
2222,26,8,18,3,10219,1591199,1603266
2223,26,18,8,3,1591199,10219,1603266
2224,27,8,19,3,10219,823812,612755
2225,27,19,8,3,823812,10219,612755
2226,18,9,9,3,41492,41492,604224
2227,19,9,10,3,41492,135045,2087336
2228,19,10,9,3,135045,41492,2087336
2229,20,9,11,3,41492,359276,5624380
2230,20,11,9,3,359276,41492,5624380
2231,21,9,12,3,41492,790379,11664233
2232,21,12,9,3,790379,41492,11664233
2233,22,9,13,3,41492,1444828,19586026
2234,22,13,9,3,1444828,41492,19586026
2235,23,9,14,3,41492,2194379,25947510
2236,23,14,9,3,2194379,41492,25947510
2237,24,9,15,3,41492,2758140,28065082
2238,24,15,9,3,2758140,41492,28065082
2239,25,9,16,3,41492,2847161,23950212
2240,25,16,9,3,2847161,41492,23950212
2241,26,9,17,3,41492,2384572,16489096
2242,26,17,9,3,2384572,41492,16489096
2243,27,9,18,3,41492,1591199,8750560
2244,27,18,9,3,1591199,41492,8750560
2245,28,9,19,3,41492,823812,3604234
2246,28,19,9,3,823812,41492,3604234
2247,29,9,20,3,41492,318065,1073970
2248,29,20,9,3,318065,41492,1073970
2249,20,10,10,3,135045,135045,7312436
2250,21,10,11,3,135045,359276,19331382
2251,21,11,10,3,359276,135045,19331382
2252,22,10,12,3,135045,790379,40913408
2253,22,12,10,3,790379,135045,40913408
2254,23,10,13,3,135045,1444828,68050188
2255,23,13,10,3,1444828,135045,68050188
2256,24,10,14,3,135045,2194379,92445822
2257,24,14,10,3,2194379,135045,92445822
2258,25,10,15,3,135045,2758140,99795387
2259,25,15,10,3,2758140,135045,99795387
2260,26,10,16,3,135045,2847161,87873318
2261,26,16,10,3,2847161,135045,87873318
2262,27,10,17,3,135045,2384572,60873069
2263,27,17,10,3,2384572,135045,60873069
2264,28,10,18,3,135045,1591199,33647588
2265,28,18,10,3,1591199,135045,33647588
2266,29,10,19,3,135045,823812,14099892
2267,29,19,10,3,823812,135045,14099892
2268,30,10,20,3,135045,318065,4446528
2269,30,20,10,3,318065,135045,4446528
2270,31,10,21,3,135045,1629468,25390121
2271,31,21,10,3,1629468,135045,25390121
2272,22,11,11,3,359276,359276,52038844
2273,23,11,12,3,359276,790379,108694326
2274,23,12,11,3,790379,359276,108694326
2275,24,11,13,3,359276,1444828,184193062
2276,24,13,11,3,1444828,359276,184193062
2277,25,11,14,3,359276,2194379,247878133
2278,25,14,11,3,2194379,359276,247878133
2279,26,11,15,3,359276,2758140,273029494
2280,26,15,11,3,2758140,359276,273029494
2281,27,11,16,3,359276,2847161,238998721
2282,27,16,11,3,2847161,359276,238998721
2283,28,11,17,3,359276,2384572,169476050
2284,28,17,11,3,2384572,359276,169476050
2285,29,11,18,3,359276,1591199,93528983
2286,29,18,11,3,1591199,359276,93528983
2287,30,11,19,3,359276,823812,40351912
2288,30,19,11,3,823812,359276,40351912
2289,31,11,20,3,359276,318065,12783895
2290,31,20,11,3,318065,359276,12783895
2291,32,11,21,3,359276,1629468,73136212
2292,32,21,11,3,1629468,359276,73136212
2293,33,11,22,3,359276,6666695,323184871
2294,33,22,11,3,6666695,359276,323184871
2295,24,12,12,3,790379,790379,230854972
2296,25,12,13,3,790379,1444828,386288618
2297,25,13,12,3,1444828,790379,386288618
2298,26,12,14,3,790379,2194379,527473596
2299,26,14,12,3,2194379,790379,527473596
2300,27,12,15,3,790379,2758140,573916648
2301,27,15,12,3,2758140,790379,573916648
2302,28,12,16,3,790379,2847161,509411664
2303,28,16,12,3,2847161,790379,509411664
2304,29,12,17,3,790379,2384572,357045218
2305,29,17,12,3,2384572,790379,357045218
2306,30,12,18,3,790379,1591199,199961386
2307,30,18,12,3,1591199,790379,199961386
2308,31,12,19,3,790379,823812,85356620
2309,31,19,12,3,823812,790379,85356620
2310,32,12,20,3,790379,318065,27509546
2311,32,20,12,3,318065,790379,27509546
2312,33,12,21,3,790379,1629468,155249712
2313,33,21,12,3,1629468,790379,155249712
2314,34,12,22,3,790379,6666695,694113922
2315,34,22,12,3,6666695,790379,694113922
2316,35,12,23,3,790379,22602132,-1804762520
2317,35,23,12,3,22602132,790379,-1804762520
2318,26,13,13,3,1444828,1444828,654736236
2319,27,13,14,3,1444828,2194379,880685067
2320,27,14,13,3,2194379,1444828,880685067
2321,28,13,15,3,1444828,2758140,966973488
2322,28,15,13,3,2758140,1444828,966973488
2323,29,13,16,3,1444828,2847161,843784690
2324,29,16,13,3,2847161,1444828,843784690
2325,30,13,17,3,1444828,2384572,595366712
2326,30,17,13,3,2384572,1444828,595366712
2327,31,13,18,3,1444828,1591199,327156582
2328,31,18,13,3,1591199,1444828,327156582
2329,32,13,19,3,1444828,823812,140377606
2330,32,19,13,3,823812,1444828,140377606
2331,33,13,20,3,1444828,318065,44290259
2332,33,20,13,3,318065,1444828,44290259
2333,34,13,21,3,1444828,1629468,255158150
2334,34,21,13,3,1629468,1444828,255158150
2335,35,13,22,3,1444828,6666695,1135343498
2336,35,22,13,3,6666695,1444828,1135343498
2337,36,13,23,3,1444828,22602132,-158267120
2338,36,23,13,3,22602132,1444828,-158267120
2339,37,13,24,3,1444828,64974275,NaN
2340,37,24,13,3,64974275,1444828,NaN
2341,28,14,14,3,2194379,2194379,1193649164
2342,29,14,15,3,2194379,2758140,1285371657
2343,29,15,14,3,2758140,2194379,1285371657
2344,30,14,16,3,2194379,2847161,1124477020
2345,30,16,14,3,2847161,2194379,1124477020
2346,31,14,17,3,2194379,2384572,774953063
2347,31,17,14,3,2384572,2194379,774953063
2348,32,14,18,3,2194379,1591199,425153164
2349,32,18,14,3,1591199,2194379,425153164
2350,33,14,19,3,2194379,823812,177359158
2351,33,19,14,3,823812,2194379,177359158
2352,34,14,20,3,2194379,318065,55643412
2353,34,20,14,3,318065,2194379,55643412
2354,35,14,21,3,2194379,1629468,321630190
2355,35,21,14,3,1629468,2194379,321630190
2356,36,14,22,3,2194379,6666695,1464615380
2357,36,22,14,3,6666695,2194379,1464615380
2358,37,14,23,3,2194379,22602132,NaN
2359,37,23,14,3,22602132,2194379,NaN
2360,38,14,24,3,2194379,64974275,NaN
2361,38,24,14,3,64974275,2194379,NaN
2362,39,14,25,3,2194379,160747600,NaN
2363,39,25,14,3,160747600,2194379,NaN
2364,30,15,15,3,2758140,2758140,1385890908
2365,31,15,16,3,2758140,2847161,1181788278
2366,31,16,15,3,2847161,2758140,1181788278
2367,32,15,17,3,2758140,2384572,810264836
2368,32,17,15,3,2384572,2758140,810264836
2369,33,15,18,3,2758140,1591199,430530071
2370,33,18,15,3,1591199,2758140,430530071
2371,34,15,19,3,2758140,823812,177557244
2372,34,19,15,3,823812,2758140,177557244
2373,35,15,20,3,2758140,318065,53520724
2374,35,20,15,3,318065,2758140,53520724
2375,36,15,21,3,2758140,1629468,320248290
2376,36,21,15,3,1629468,2758140,320248290
2377,37,15,22,3,2758140,6666695,1467777127
2378,37,22,15,3,6666695,2758140,1467777127
2379,38,15,23,3,2758140,22602132,NaN
2380,38,23,15,3,22602132,2758140,NaN
2381,39,15,24,3,2758140,64974275,NaN
2382,39,24,15,3,64974275,2758140,NaN
2383,40,15,25,3,2758140,160747600,NaN
2384,40,25,15,3,160747600,2758140,NaN
2385,41,15,26,3,2758140,NaN,NaN
2386,41,26,15,3,NaN,2758140,NaN
2387,32,16,16,3,2847161,2847161,1001459896
2388,33,16,17,3,2847161,2384572,663865945
2389,33,17,16,3,2384572,2847161,663865945
2390,34,16,18,3,2847161,1591199,347664060
2391,34,18,16,3,1591199,2847161,347664060
2392,35,16,19,3,2847161,823812,137310961
2393,35,19,16,3,823812,2847161,137310961
2394,36,16,20,3,2847161,318065,40396954
2395,36,20,16,3,318065,2847161,40396954
2396,37,16,21,3,2847161,1629468,246031583
2397,37,21,16,3,1629468,2847161,246031583
2398,38,16,22,3,2847161,6666695,1166325754
2399,38,22,16,3,6666695,2847161,1166325754
2400,39,16,23,3,2847161,22602132,NaN
2401,39,23,16,3,22602132,2847161,NaN
2402,40,16,24,3,2847161,64974275,NaN
2403,40,24,16,3,64974275,2847161,NaN
2404,41,16,25,3,2847161,160747600,NaN
2405,41,25,16,3,160747600,2847161,NaN
2406,42,16,26,3,2847161,NaN,NaN
2407,42,26,16,3,NaN,2847161,NaN
2408,43,16,27,3,2847161,NaN,NaN
2409,43,27,16,3,NaN,2847161,NaN
2410,34,17,17,3,2384572,2384572,433326736
2411,35,17,18,3,2384572,1591199,217004554
2412,35,18,17,3,1591199,2384572,217004554
2413,36,17,19,3,2384572,823812,83428330
2414,36,19,17,3,823812,2384572,83428330
2415,37,17,20,3,2384572,318065,23116062
2416,37,20,17,3,318065,2384572,23116062
2417,38,17,21,3,2384572,1629468,148084096
2418,38,21,17,3,1629468,2384572,148084096
2419,39,17,22,3,2384572,6666695,714646779
2420,39,22,17,3,6666695,2384572,714646779
2421,40,17,23,3,2384572,22602132,-1526751500
2422,40,23,17,3,22602132,2384572,-1526751500
2423,41,17,24,3,2384572,64974275,NaN
2424,41,24,17,3,64974275,2384572,NaN
2425,42,17,25,3,2384572,160747600,NaN
2426,42,25,17,3,160747600,2384572,NaN
2427,43,17,26,3,2384572,NaN,NaN
2428,43,26,17,3,NaN,2384572,NaN
2429,44,17,27,3,2384572,NaN,NaN
2430,44,27,17,3,NaN,2384572,NaN
2431,45,17,28,3,2384572,NaN,NaN
2432,45,28,17,3,NaN,2384572,NaN
2433,36,18,18,3,1591199,1591199,105695896
2434,37,18,19,3,1591199,823812,38222328
2435,37,19,18,3,823812,1591199,38222328
2436,38,18,20,3,1591199,318065,10108486
2437,38,20,18,3,318065,1591199,10108486
2438,39,18,21,3,1591199,1629468,67130507
2439,39,21,18,3,1629468,1591199,67130507
2440,40,18,22,3,1591199,6666695,339815104
2441,40,22,18,3,6666695,1591199,339815104
2442,41,18,23,3,1591199,22602132,1338365429
2443,41,23,18,3,22602132,1591199,1338365429
2444,42,18,24,3,1591199,64974275,NaN
2445,42,24,18,3,64974275,1591199,NaN
2446,43,18,25,3,1591199,160747600,NaN
2447,43,25,18,3,160747600,1591199,NaN
2448,44,18,26,3,1591199,NaN,NaN
2449,44,26,18,3,NaN,1591199,NaN
2450,45,18,27,3,1591199,NaN,NaN
2451,45,27,18,3,NaN,1591199,NaN
2452,46,18,28,3,1591199,NaN,NaN
2453,46,28,18,3,NaN,1591199,NaN
2454,38,19,19,3,823812,823812,13183656
2455,39,19,20,3,823812,318065,3184411
2456,39,20,19,3,318065,823812,3184411
2457,40,19,21,3,823812,1629468,22837020
2458,40,21,19,3,1629468,823812,22837020
2459,41,19,22,3,823812,6666695,119652818
2460,41,22,19,3,6666695,823812,119652818
2461,42,19,23,3,823812,22602132,492654372
2462,42,23,19,3,22602132,823812,492654372
2463,43,19,24,3,823812,64974275,1610080502
2464,43,24,19,3,64974275,823812,1610080502
2465,44,19,25,3,823812,160747600,NaN
2466,44,25,19,3,160747600,823812,NaN
2467,45,19,26,3,823812,NaN,NaN
2468,45,26,19,3,NaN,823812,NaN
2469,46,19,27,3,823812,NaN,NaN
2470,46,27,19,3,NaN,823812,NaN
2471,47,19,28,3,823812,NaN,NaN
2472,47,28,19,3,NaN,823812,NaN
2473,40,20,20,3,318065,318065,704892
2474,41,20,21,3,318065,1629468,5431024
2475,41,21,20,3,1629468,318065,5431024
2476,42,20,22,3,318065,6666695,30605916
2477,42,22,20,3,6666695,318065,30605916
2478,43,20,23,3,318065,22602132,130114881
2479,43,23,20,3,22602132,318065,130114881
2480,44,20,24,3,318065,64974275,442809508
2481,44,24,20,3,64974275,318065,442809508
2482,45,20,25,3,318065,160747600,NaN
2483,45,25,20,3,160747600,318065,NaN
2484,46,20,26,3,318065,NaN,NaN
2485,46,26,20,3,NaN,318065,NaN
